,Stock Price,Payoff
0,79.0203716124,0.0
1,87.4501152543,2.54988474573
2,87.160157234,2.839842766
3,95.2097190105,0.0
4,71.8478755242,0.0
5,86.3146700047,3.68532999534
6,75.2715421136,0.0
7,90.5883279741,0.0
8,78.8535049832,0.0
9,83.8823566372,3.88235663718
10,90.9618184531,0.0
11,75.4462352312,0.0
12,90.121623453,0.0
13,75.1945482247,0.0
14,95.163223114,0.0
15,91.5426219449,0.0
16,70.1213530988,0.0
17,92.1395644737,0.0
18,69.1388984732,0.0
19,75.5042359595,0.0
20,68.2282787655,0.0
21,90.0961078788,0.0
22,78.5393743901,0.0
23,85.0808218481,4.91917815187
24,83.3443866613,3.34438666135
25,82.0877184823,2.08771848229
26,82.8747241054,2.87472410538
27,87.3332637904,2.66673620958
28,91.0685984503,0.0
29,83.5631915549,3.56319155494
30,98.3816427464,0.0
31,83.0436711859,3.04367118594
32,90.5158828199,0.0
33,81.8228593499,1.82285934988
34,73.8925390248,0.0
35,100.271993183,0.0
36,75.8812901351,0.0
37,85.9145417173,4.08545828265
38,93.2920473357,0.0
39,73.0000524041,0.0
40,80.3454871918,0.345487191793
41,93.3721801334,0.0
42,79.3503353958,0.0
43,89.1505824441,0.849417555922
44,83.8316408193,3.83164081929
45,83.0727625862,3.07276258615
46,85.8330941982,4.16690580176
47,79.909373927,0.0
48,85.931394915,4.06860508501
49,85.8752476963,4.12475230366
50,79.168605881,0.0
51,78.163513954,0.0
52,90.8412065896,0.0
53,76.6231660174,0.0
54,87.743008556,2.25699144403
55,90.1844879819,0.0
56,90.3750777509,0.0
57,86.8126014097,3.18739859031
58,86.1961288699,3.80387113006
59,70.5178476346,0.0
60,79.3298464097,0.0
61,92.2019116489,0.0
62,81.5775735248,1.57757352477
63,92.5707483921,0.0
64,83.3598147957,3.35981479568
65,79.9592103664,0.0
66,85.0763291267,4.9236708733
67,84.0757911819,4.07579118192
68,92.213717099,0.0
69,80.9903724833,0.990372483266
70,70.3884098045,0.0
71,81.805734047,1.80573404702
72,73.9106661339,0.0
73,85.6679619487,4.3320380513
74,89.1450405742,0.854959425769
75,92.6007804658,0.0
76,91.5007104109,0.0
77,86.854699232,3.14530076804
78,78.6342278157,0.0
79,82.4198647621,2.41986476208
80,93.6351657926,0.0
81,86.2312747752,3.76872522484
82,83.7768104292,3.77681042922
83,93.7041246211,0.0
84,86.3321911487,3.66780885132
85,81.5348971135,1.53489711349
86,89.18499714,0.815002860034
87,106.584907913,0.0
88,89.3866033684,0.613396631578
89,89.2255957591,0.774404240947
90,85.6340691235,4.36593087653
91,87.1842754872,2.81572451278
92,75.6045476828,0.0
93,84.9473399471,4.94733994708
94,92.8631822631,0.0
95,86.0734345746,3.92656542541
96,83.7761054485,3.77610544849
97,88.7048850864,1.29511491363
98,95.8867604838,0.0
99,72.4889943837,0.0
100,79.6753209446,0.0
101,87.234026751,2.765973249
102,91.9130519063,0.0
103,95.9901485584,0.0
104,83.2456834361,3.24568343611
105,90.5979501906,0.0
106,90.7592408436,0.0
107,93.3540202224,0.0
108,84.5507643464,4.55076434645
109,84.4122171373,4.41221713732
110,85.0554172234,4.94458277661
111,87.8751101572,2.12488984275
112,74.4862166832,0.0
113,73.4280980276,0.0
114,81.6856629337,1.6856629337
115,80.273316209,0.273316209024
116,100.845555711,0.0
117,87.0212427859,2.97875721406
118,94.3869251881,0.0
119,85.4418442339,4.55815576612
120,87.8491517503,2.15084824968
121,86.579236522,3.42076347802
122,76.847037856,0.0
123,75.7975442781,0.0
124,76.0650149602,0.0
125,78.4332876529,0.0
126,70.2504963386,0.0
127,88.299353163,1.70064683705
128,84.5226625337,4.52266253375
129,83.2679554266,3.26795542657
