,Stock Price,Payoff
0,79.7451036903,10.5097926193
1,90.866494801,5.86649480097
2,79.4010693627,11.1978612746
3,81.8744678811,6.2510642377
4,78.9743310718,12.0513378563
5,84.6697576397,0.660484720587
6,91.3747445205,6.37474452047
7,79.9858235319,10.0283529362
8,89.8196312387,4.81963123873
9,81.4961729577,7.00765408466
10,93.6723212258,8.67232122576
11,74.829450356,20.3410992881
12,81.3187511323,7.36249773538
13,100.925167714,15.9251677142
14,69.8018658143,30.3962683714
15,96.0794975956,11.0794975956
16,77.8623398845,14.275320231
17,92.9011150417,7.90111504174
18,87.7436969773,2.74369697733
19,86.001771585,1.00177158496
20,86.1176233245,1.11762332451
21,82.2159738542,5.56805229164
22,88.8914508304,3.89145083043
23,77.3069897642,15.3860204716
24,92.6932494243,7.69324942433
25,89.1025750989,4.1025750989
26,83.4005986313,3.19880273732
27,66.7609732509,36.4780534981
28,78.3768536013,13.2462927974
29,88.4724536638,3.47245366376
30,91.1485759229,6.14857592286
31,78.1341636091,13.7316727819
32,92.8829426078,7.88294260779
33,92.0796676833,7.0796676833
34,78.2031306247,13.5937387506
35,86.937597015,1.93759701495
36,80.1373912044,9.72521759114
37,69.6887259701,30.6225480598
38,78.2736087345,13.4527825311
39,76.2403612745,17.519277451
40,95.1313102944,10.1313102944
41,84.552077015,0.895845970088
42,84.8631750276,0.273649944725
43,74.4206320157,21.1587359686
44,81.2498724662,7.50025506751
45,71.3237370979,27.3525258042
46,88.5118622318,3.51186223178
47,89.3213419905,4.32134199051
48,89.9281256562,4.92812565615
49,82.4494742923,5.10105141539
50,78.1418504912,13.7162990175
51,88.6267816882,3.62678168818
52,72.5176007764,24.9647984473
53,72.9482347559,24.1035304882
54,72.7076069723,24.5847860554
55,87.7390303105,2.73903031051
56,94.3422691817,9.34226918165
57,86.4169912931,1.41699129308
58,102.696076311,17.6960763115
59,91.5574030731,6.55740307313
60,74.6206621925,20.7586756151
61,85.4537098719,0.453709871905
62,81.4419250493,7.1161499014
63,67.1795611653,35.6408776693
64,90.5453640103,5.54536401026
65,73.2552233725,23.489553255
66,81.161411208,7.677177584
67,90.0494673821,5.04946738206
68,87.1473616368,2.1473616368
69,83.843262472,2.31347505594
70,72.5658635141,24.8682729718
71,89.5207967302,4.52079673024
72,88.32021834,3.32021833997
73,72.0332380077,25.9335239847
74,94.9148868212,9.91488682122
75,91.5828944057,6.58289440566
76,79.4257434444,11.1485131112
77,77.8911720199,14.2176559602
78,97.8956380514,12.8956380514
79,87.6199488975,2.61994889748
80,70.8908879314,28.2182241372
81,80.559084442,8.8818311161
82,84.3708416566,1.25831668684
83,92.8952271398,7.89522713982
84,73.9862600106,22.0274799789
85,72.3598656112,25.2802687776
86,76.710295464,16.5794090721
87,80.3346347772,9.33073044554
88,82.8788189839,4.24236203228
89,71.5320428715,26.9359142569
90,84.4955700173,1.00885996543
91,76.3136266243,17.3727467515
92,94.8837328214,9.88373282144
93,75.4527712915,19.0944574171
94,80.1180998132,9.7638003736
95,80.9699583951,8.06008320975
96,76.3808094648,17.2383810703
97,77.4883798224,15.0232403552
98,81.7557941741,6.48841165173
99,75.1347482733,19.7305034533
100,89.2892604425,4.28926044253
101,81.3184276588,7.36314468236
102,75.0281285435,19.9437429131
103,83.5776388751,2.84472224972
104,81.5485320342,6.90293593154
105,83.801907839,2.396184322
106,79.5229626069,10.9540747861
107,94.8724200494,9.87242004935
108,92.5575381911,7.55753819109
109,73.6938792644,22.6122414713
110,80.0922086013,9.81558279736
111,85.635641185,0.635641185005
112,95.1243552446,10.1243552446
113,92.4718482801,7.47184828012
114,83.7702809349,2.45943813015
115,77.3048055674,15.3903888651
116,83.1145706157,3.77085876864
117,85.7144125077,0.714412507662
118,91.5027093404,6.50270934041
119,78.9567336635,12.086532673
120,86.2984332621,1.2984332621
121,82.4544951063,5.0910097874
122,77.4426560637,15.1146878726
123,84.2510322093,1.49793558148
124,86.5589815781,1.55898157807
125,84.0866517659,1.82669646825
126,81.5906506008,6.8186987984
127,99.2858760292,14.2858760292
128,81.9694190625,6.06116187509
129,75.7087219945,18.5825560109
130,93.8318305078,8.83183050775
131,89.1961867642,4.19618676422
132,106.856639274,21.8566392743
133,84.4370315347,1.12593693066
134,97.3131268366,12.3131268366
135,89.3396632512,4.33966325119
136,80.3369682749,9.3260634502
137,79.4499634822,11.1000730356
138,78.3964977233,13.2070045533
139,74.402083705,21.19583259
140,86.6672645553,1.66726455526
