,Stock Price,Payoff
0,76.0015313632,0.0
1,93.4414028049,8.44140280494
2,82.8828553985,0.0
3,78.8671110495,0.0
4,75.4935523374,0.0
5,75.2937700771,0.0
6,89.0239570436,4.0239570436
7,74.7895220185,0.0
8,82.8603196724,0.0
9,85.7083778692,0.708377869185
10,75.9116612588,0.0
11,92.250089312,7.25008931198
12,77.4574806455,0.0
13,86.2337036653,1.23370366526
14,72.9821818627,0.0
15,91.245777989,6.245777989
16,72.8047630217,0.0
17,76.668552611,0.0
18,88.5073600818,3.5073600818
19,80.1424034753,0.0
20,75.8568169543,0.0
21,90.1055488765,5.10554887652
22,99.8382221446,14.8382221446
23,92.0709482093,7.07094820929
24,91.2585529407,6.25855294069
25,65.9231471517,0.0
26,98.5350010689,13.5350010689
27,77.5304817434,0.0
28,98.7650201732,13.7650201732
29,78.4874288195,0.0
30,92.9333043739,7.93330437392
31,100.750493164,15.7504931637
32,84.7076044563,0.0
33,84.2089377141,0.0
34,93.3545322501,8.35453225013
35,81.1886178284,0.0
36,80.4521872543,0.0
37,80.9109495324,0.0
38,87.4387308378,2.43873083778
39,83.8289718052,0.0
40,79.8518083509,0.0
41,98.6601272301,13.6601272301
42,91.9167616084,6.91676160842
43,88.3759959446,3.37599594457
44,88.3476699716,3.34766997155
45,80.3092608383,0.0
46,78.8467886187,0.0
47,73.5756087023,0.0
48,83.9799173722,0.0
49,91.3269467005,6.32694670045
50,81.2586115782,0.0
51,88.0592130044,3.05921300439
52,74.1640818932,0.0
53,89.0012273724,4.00122737238
54,88.0015336172,3.00153361718
55,83.8367602107,0.0
56,84.0158846463,0.0
57,97.1505070606,12.1505070606
58,85.8748807915,0.87488079146
59,80.0338263598,0.0
60,83.1905381117,0.0
61,86.3962699507,1.39626995068
62,94.8667453663,9.86674536634
63,78.199212358,0.0
64,78.8097054856,0.0
65,85.5306810817,0.53068108169
66,82.0760447418,0.0
67,86.9952009939,1.99520099395
68,73.4485557299,0.0
69,75.6184334042,0.0
70,84.3781602853,0.0
71,78.5574408266,0.0
72,77.3644175844,0.0
73,81.9834839662,0.0
74,85.3666585716,0.366658571569
75,94.0048969225,9.00489692252
76,71.1247087164,0.0
77,83.2602173096,0.0
78,92.9864717901,7.98647179015
79,85.8200120815,0.820012081461
80,83.7297589585,0.0
81,78.8762767615,0.0
82,82.8562987169,0.0
83,83.0235409096,0.0
84,81.3581906711,0.0
85,84.3148980886,0.0
86,98.8274030674,13.8274030674
87,79.4029916317,0.0
88,72.8546819704,0.0
89,89.8451963923,4.84519639229
90,88.9731540348,3.97315403485
91,92.1833182186,7.18331821859
92,75.4189532947,0.0
93,75.3477919128,0.0
94,81.2760824782,0.0
95,90.8427520985,5.84275209846
96,79.4313244172,0.0
97,85.5873338923,0.587333892326
98,84.3836500467,0.0
99,90.3922514386,5.39225143858
100,89.872822337,4.87282233699
101,88.9932889183,3.99328891826
102,100.273874142,15.2738741424
103,81.693597805,0.0
104,80.0430511087,0.0
105,74.6877999311,0.0
106,93.589038663,8.58903866297
107,70.1946351364,0.0
108,95.4884201643,10.4884201643
109,78.2646387049,0.0
110,93.9638973873,8.96389738727
111,93.6044026949,8.60440269491
112,77.1813542088,0.0
113,81.3405695084,0.0
114,81.5351946362,0.0
115,82.9597130336,0.0
116,86.4657589728,1.46575897283
117,99.9866645185,14.9866645185
118,78.0501723798,0.0
119,88.9949397997,3.99493979968
120,81.8252291742,0.0
121,69.075803614,0.0
122,83.8064801803,0.0
123,106.29298586,21.2929858604
124,78.362076396,0.0
125,87.3776727254,2.37767272543
126,77.0351426575,0.0
127,78.5657288697,0.0
128,81.3185748519,0.0
129,106.863149488,21.8631494883
130,77.4433126381,0.0
131,89.1694001853,4.16940018532
